# Flow.40ms,Press.40ms,Crc16
1.400000000000000029e-02,3.740000000000000213e+00,9.568000000000000000e+03
3.799999999999999906e-02,3.780000000000000249e+00,9.568000000000000000e+03
7.599999999999999811e-02,3.500000000000000000e+00,9.568000000000000000e+03
2.360000000000000153e-01,3.620000000000000107e+00,9.568000000000000000e+03
3.880000000000000115e-01,3.979999999999999982e+00,9.568000000000000000e+03
4.760000000000000342e-01,4.259999999999999787e+00,9.568000000000000000e+03
5.380000000000000338e-01,4.400000000000000355e+00,9.568000000000000000e+03
5.580000000000000515e-01,4.400000000000000355e+00,9.568000000000000000e+03
5.620000000000000551e-01,4.480000000000000426e+00,9.568000000000000000e+03
5.320000000000000284e-01,4.480000000000000426e+00,9.568000000000000000e+03
4.899999999999999911e-01,4.580000000000000071e+00,9.568000000000000000e+03
4.279999999999999916e-01,4.200000000000000178e+00,9.568000000000000000e+03
4.700000000000000289e-01,3.140000000000000124e+00,9.568000000000000000e+03
7.319999999999999840e-01,3.439999999999999947e+00,9.568000000000000000e+03
8.880000000000000115e-01,4.799999999999999822e+00,9.568000000000000000e+03
7.740000000000000213e-01,6.240000000000000213e+00,9.568000000000000000e+03
3.679999999999999938e-01,5.639999999999999680e+00,9.568000000000000000e+03
6.199999999999999956e-02,4.360000000000000320e+00,9.568000000000000000e+03
4.000000000000000083e-02,3.839999999999999858e+00,9.568000000000000000e+03
5.200000000000000455e-02,3.919999999999999929e+00,9.568000000000000000e+03
-2.600000000000000228e-02,3.720000000000000195e+00,9.568000000000000000e+03
-2.000000000000000042e-02,3.660000000000000142e+00,9.568000000000000000e+03
0.000000000000000000e+00,4.080000000000000071e+00,9.568000000000000000e+03
-1.839999999999999969e-01,4.099999999999999645e+00,9.568000000000000000e+03
-5.320000000000000284e-01,3.820000000000000284e+00,9.568000000000000000e+03
-6.900000000000000577e-01,3.520000000000000018e+00,9.568000000000000000e+03
-7.640000000000000124e-01,3.300000000000000266e+00,9.568000000000000000e+03
-8.020000000000000462e-01,3.120000000000000107e+00,9.568000000000000000e+03
-7.540000000000000036e-01,3.120000000000000107e+00,9.568000000000000000e+03
-6.580000000000000293e-01,3.399999999999999911e+00,9.568000000000000000e+03
-5.400000000000000355e-01,3.899999999999999911e+00,9.568000000000000000e+03
-4.060000000000000275e-01,4.320000000000000284e+00,9.568000000000000000e+03
-3.400000000000000244e-01,4.459999999999999964e+00,9.568000000000000000e+03
-3.140000000000000013e-01,4.440000000000000391e+00,9.568000000000000000e+03
-2.500000000000000000e-01,4.320000000000000284e+00,9.568000000000000000e+03
-1.400000000000000133e-01,4.139999999999999680e+00,9.568000000000000000e+03
-2.000000000000000042e-03,4.280000000000000249e+00,9.568000000000000000e+03
7.599999999999999811e-02,4.400000000000000355e+00,9.568000000000000000e+03
8.600000000000000699e-02,4.419999999999999929e+00,9.568000000000000000e+03
1.020000000000000073e-01,4.259999999999999787e+00,9.568000000000000000e+03
1.120000000000000023e-01,4.240000000000000213e+00,9.568000000000000000e+03
1.040000000000000091e-01,4.080000000000000071e+00,9.568000000000000000e+03
1.260000000000000009e-01,3.959999999999999964e+00,9.568000000000000000e+03
1.660000000000000087e-01,4.000000000000000000e+00,9.568000000000000000e+03
1.720000000000000140e-01,4.099999999999999645e+00,9.568000000000000000e+03
1.499999999999999944e-01,4.040000000000000036e+00,9.568000000000000000e+03
1.400000000000000133e-01,4.080000000000000071e+00,9.568000000000000000e+03
1.199999999999999956e-01,4.040000000000000036e+00,9.568000000000000000e+03
8.400000000000000522e-02,4.040000000000000036e+00,9.568000000000000000e+03
4.599999999999999922e-02,3.939999999999999947e+00,9.568000000000000000e+03
1.800000000000000211e-02,3.979999999999999982e+00,9.568000000000000000e+03
-5.200000000000000455e-02,4.040000000000000036e+00,9.568000000000000000e+03
-2.159999999999999976e-01,3.760000000000000231e+00,9.568000000000000000e+03
-3.400000000000000244e-01,3.560000000000000053e+00,9.568000000000000000e+03
-3.320000000000000173e-01,3.520000000000000018e+00,9.568000000000000000e+03
-2.780000000000000249e-01,3.640000000000000124e+00,9.568000000000000000e+03
-2.280000000000000082e-01,3.859999999999999876e+00,9.568000000000000000e+03
-1.660000000000000087e-01,3.919999999999999929e+00,9.568000000000000000e+03
-9.600000000000000200e-02,4.099999999999999645e+00,9.568000000000000000e+03
-6.600000000000000311e-02,4.120000000000000107e+00,9.568000000000000000e+03
-1.400000000000000029e-02,4.179999999999999716e+00,9.568000000000000000e+03
1.400000000000000029e-02,4.200000000000000178e+00,9.568000000000000000e+03
3.200000000000000067e-02,4.179999999999999716e+00,9.568000000000000000e+03
4.399999999999999745e-02,4.080000000000000071e+00,9.568000000000000000e+03
7.599999999999999811e-02,4.080000000000000071e+00,9.568000000000000000e+03
1.040000000000000091e-01,4.040000000000000036e+00,9.568000000000000000e+03
1.400000000000000133e-01,4.040000000000000036e+00,9.568000000000000000e+03
1.859999999999999987e-01,3.839999999999999858e+00,9.568000000000000000e+03
3.099999999999999978e-01,3.800000000000000266e+00,9.568000000000000000e+03
4.259999999999999898e-01,4.099999999999999645e+00,9.568000000000000000e+03
4.939999999999999947e-01,4.240000000000000213e+00,9.568000000000000000e+03
5.380000000000000338e-01,4.379999999999999893e+00,9.568000000000000000e+03
5.480000000000000426e-01,4.400000000000000355e+00,9.568000000000000000e+03
5.320000000000000284e-01,4.360000000000000320e+00,9.568000000000000000e+03
5.280000000000000249e-01,4.320000000000000284e+00,9.568000000000000000e+03
5.360000000000000320e-01,4.339999999999999858e+00,9.568000000000000000e+03
5.300000000000000266e-01,4.320000000000000284e+00,9.568000000000000000e+03
5.260000000000000231e-01,4.360000000000000320e+00,9.568000000000000000e+03
5.100000000000000089e-01,4.379999999999999893e+00,9.568000000000000000e+03
4.859999999999999876e-01,4.320000000000000284e+00,9.568000000000000000e+03
4.740000000000000324e-01,4.240000000000000213e+00,9.568000000000000000e+03
4.660000000000000253e-01,4.219999999999999751e+00,9.568000000000000000e+03
4.660000000000000253e-01,4.259999999999999787e+00,9.568000000000000000e+03
4.540000000000000147e-01,4.219999999999999751e+00,9.568000000000000000e+03
4.440000000000000058e-01,4.259999999999999787e+00,9.568000000000000000e+03
4.140000000000000346e-01,4.240000000000000213e+00,9.568000000000000000e+03
3.880000000000000115e-01,4.179999999999999716e+00,9.568000000000000000e+03
3.820000000000000062e-01,4.000000000000000000e+00,9.568000000000000000e+03
4.080000000000000293e-01,3.979999999999999982e+00,9.568000000000000000e+03
4.060000000000000275e-01,4.240000000000000213e+00,9.568000000000000000e+03
3.400000000000000244e-01,4.299999999999999822e+00,9.568000000000000000e+03
2.740000000000000213e-01,4.259999999999999787e+00,9.568000000000000000e+03
1.960000000000000075e-01,4.120000000000000107e+00,9.568000000000000000e+03
1.199999999999999956e-01,4.040000000000000036e+00,9.568000000000000000e+03
4.599999999999999922e-02,3.859999999999999876e+00,9.568000000000000000e+03
1.600000000000000033e-02,3.660000000000000142e+00,9.568000000000000000e+03
1.800000000000000211e-02,3.680000000000000160e+00,9.568000000000000000e+03
1.800000000000000211e-02,3.760000000000000231e+00,9.568000000000000000e+03
2.199999999999999872e-02,3.780000000000000249e+00,9.568000000000000000e+03
4.599999999999999922e-02,3.859999999999999876e+00,9.568000000000000000e+03
7.799999999999999989e-02,3.919999999999999929e+00,9.568000000000000000e+03
1.000000000000000056e-01,4.020000000000000462e+00,9.568000000000000000e+03
1.059999999999999970e-01,4.080000000000000071e+00,9.568000000000000000e+03
1.059999999999999970e-01,4.080000000000000071e+00,9.568000000000000000e+03
9.400000000000000022e-02,4.099999999999999645e+00,9.568000000000000000e+03
6.800000000000000488e-02,4.040000000000000036e+00,9.568000000000000000e+03
4.399999999999999745e-02,4.020000000000000462e+00,9.568000000000000000e+03
1.800000000000000211e-02,3.919999999999999929e+00,9.568000000000000000e+03
2.000000000000000042e-03,3.879999999999999893e+00,9.568000000000000000e+03
-8.000000000000000167e-03,3.899999999999999911e+00,9.568000000000000000e+03
-2.000000000000000042e-02,3.919999999999999929e+00,9.568000000000000000e+03
-3.400000000000000244e-02,3.939999999999999947e+00,9.568000000000000000e+03
-4.399999999999999745e-02,3.959999999999999964e+00,9.568000000000000000e+03
-5.600000000000000117e-02,3.959999999999999964e+00,9.568000000000000000e+03
-7.599999999999999811e-02,3.939999999999999947e+00,9.568000000000000000e+03
-1.000000000000000056e-01,3.959999999999999964e+00,9.568000000000000000e+03
-1.340000000000000080e-01,3.959999999999999964e+00,9.568000000000000000e+03
-1.740000000000000158e-01,3.919999999999999929e+00,9.568000000000000000e+03
-2.200000000000000011e-01,3.879999999999999893e+00,9.568000000000000000e+03
-2.580000000000000071e-01,3.820000000000000284e+00,9.568000000000000000e+03
-3.019999999999999907e-01,3.800000000000000266e+00,9.568000000000000000e+03
-3.360000000000000209e-01,3.800000000000000266e+00,9.568000000000000000e+03
-3.420000000000000262e-01,3.859999999999999876e+00,9.568000000000000000e+03
-3.820000000000000062e-01,3.879999999999999893e+00,9.568000000000000000e+03
-3.780000000000000027e-01,3.879999999999999893e+00,9.568000000000000000e+03
-3.679999999999999938e-01,3.939999999999999947e+00,9.568000000000000000e+03
-3.539999999999999813e-01,3.939999999999999947e+00,9.568000000000000000e+03
-3.340000000000000191e-01,4.000000000000000000e+00,9.568000000000000000e+03
-3.079999999999999960e-01,4.060000000000000497e+00,9.568000000000000000e+03
-2.919999999999999818e-01,4.060000000000000497e+00,9.568000000000000000e+03
-2.959999999999999853e-01,4.060000000000000497e+00,9.568000000000000000e+03
-2.919999999999999818e-01,4.060000000000000497e+00,9.568000000000000000e+03
-2.979999999999999871e-01,4.020000000000000462e+00,9.568000000000000000e+03
-2.899999999999999800e-01,4.020000000000000462e+00,9.568000000000000000e+03
-2.680000000000000160e-01,3.919999999999999929e+00,9.568000000000000000e+03
-2.179999999999999993e-01,4.020000000000000462e+00,9.568000000000000000e+03
-1.819999999999999951e-01,4.080000000000000071e+00,9.568000000000000000e+03
-1.519999999999999962e-01,4.080000000000000071e+00,9.568000000000000000e+03
-1.360000000000000098e-01,4.139999999999999680e+00,9.568000000000000000e+03
-1.320000000000000062e-01,4.099999999999999645e+00,9.568000000000000000e+03
-1.320000000000000062e-01,4.060000000000000497e+00,9.568000000000000000e+03
-1.160000000000000059e-01,3.979999999999999982e+00,9.568000000000000000e+03
-8.999999999999999667e-02,4.040000000000000036e+00,9.568000000000000000e+03
-7.799999999999999989e-02,4.139999999999999680e+00,9.568000000000000000e+03
-9.199999999999999845e-02,4.080000000000000071e+00,9.568000000000000000e+03
-1.079999999999999988e-01,4.080000000000000071e+00,9.568000000000000000e+03
-1.180000000000000077e-01,3.979999999999999982e+00,9.568000000000000000e+03
-1.300000000000000044e-01,3.959999999999999964e+00,9.568000000000000000e+03
-1.239999999999999991e-01,3.979999999999999982e+00,9.568000000000000000e+03
-1.300000000000000044e-01,3.939999999999999947e+00,9.568000000000000000e+03
-1.280000000000000027e-01,3.919999999999999929e+00,9.568000000000000000e+03
-1.079999999999999988e-01,3.939999999999999947e+00,9.568000000000000000e+03
-7.799999999999999989e-02,4.020000000000000462e+00,9.568000000000000000e+03
-8.999999999999999667e-02,4.040000000000000036e+00,9.568000000000000000e+03
-8.400000000000000522e-02,4.099999999999999645e+00,9.568000000000000000e+03
-8.600000000000000699e-02,4.060000000000000497e+00,9.568000000000000000e+03
-9.600000000000000200e-02,4.000000000000000000e+00,9.568000000000000000e+03
-9.400000000000000022e-02,3.939999999999999947e+00,9.568000000000000000e+03
-7.599999999999999811e-02,3.919999999999999929e+00,9.568000000000000000e+03
-5.399999999999999939e-02,4.020000000000000462e+00,9.568000000000000000e+03
-6.199999999999999956e-02,4.020000000000000462e+00,9.568000000000000000e+03
-5.600000000000000117e-02,3.979999999999999982e+00,9.568000000000000000e+03
-5.000000000000000278e-02,4.060000000000000497e+00,9.568000000000000000e+03
-7.399999999999999634e-02,4.000000000000000000e+00,9.568000000000000000e+03
-7.399999999999999634e-02,4.000000000000000000e+00,9.568000000000000000e+03
-8.799999999999999489e-02,3.959999999999999964e+00,9.568000000000000000e+03
-1.000000000000000056e-01,3.919999999999999929e+00,9.568000000000000000e+03
-1.000000000000000056e-01,3.959999999999999964e+00,9.568000000000000000e+03
-1.260000000000000009e-01,4.000000000000000000e+00,9.568000000000000000e+03
-1.600000000000000033e-01,3.859999999999999876e+00,9.568000000000000000e+03
-1.479999999999999927e-01,3.800000000000000266e+00,9.568000000000000000e+03
-7.799999999999999989e-02,3.720000000000000195e+00,9.568000000000000000e+03
5.000000000000000278e-02,3.780000000000000249e+00,9.568000000000000000e+03
1.859999999999999987e-01,4.000000000000000000e+00,9.568000000000000000e+03
2.880000000000000338e-01,4.219999999999999751e+00,9.568000000000000000e+03
3.519999999999999796e-01,4.379999999999999893e+00,9.568000000000000000e+03
3.840000000000000080e-01,4.419999999999999929e+00,9.568000000000000000e+03
3.980000000000000204e-01,4.339999999999999858e+00,9.568000000000000000e+03
4.120000000000000329e-01,4.160000000000000142e+00,9.568000000000000000e+03
4.380000000000000004e-01,4.139999999999999680e+00,9.568000000000000000e+03
4.540000000000000147e-01,4.219999999999999751e+00,9.568000000000000000e+03
4.640000000000000235e-01,4.179999999999999716e+00,9.568000000000000000e+03
4.819999999999999840e-01,4.200000000000000178e+00,9.568000000000000000e+03
4.919999999999999929e-01,4.139999999999999680e+00,9.568000000000000000e+03
5.060000000000000053e-01,4.200000000000000178e+00,9.568000000000000000e+03
5.140000000000000124e-01,4.240000000000000213e+00,9.568000000000000000e+03
5.120000000000000107e-01,4.320000000000000284e+00,9.568000000000000000e+03
4.979999999999999982e-01,4.240000000000000213e+00,9.568000000000000000e+03
4.939999999999999947e-01,4.360000000000000320e+00,9.568000000000000000e+03
4.640000000000000235e-01,4.440000000000000391e+00,9.568000000000000000e+03
4.160000000000000364e-01,4.360000000000000320e+00,9.568000000000000000e+03
3.639999999999999902e-01,4.339999999999999858e+00,9.568000000000000000e+03
3.119999999999999996e-01,4.280000000000000249e+00,9.568000000000000000e+03
2.560000000000000053e-01,4.259999999999999787e+00,9.568000000000000000e+03
1.700000000000000122e-01,4.219999999999999751e+00,9.568000000000000000e+03
5.800000000000000294e-02,4.280000000000000249e+00,9.568000000000000000e+03
-1.400000000000000133e-01,3.879999999999999893e+00,9.568000000000000000e+03
-3.079999999999999960e-01,3.479999999999999982e+00,9.568000000000000000e+03
-4.179999999999999827e-01,3.300000000000000266e+00,9.568000000000000000e+03
-3.900000000000000133e-01,3.379999999999999893e+00,9.568000000000000000e+03
-3.679999999999999938e-01,3.640000000000000124e+00,9.568000000000000000e+03
-3.119999999999999996e-01,3.220000000000000195e+00,9.568000000000000000e+03
6.400000000000000133e-02,3.080000000000000071e+00,9.568000000000000000e+03
4.580000000000000182e-01,3.580000000000000071e+00,9.568000000000000000e+03
7.079999999999999627e-01,4.620000000000000107e+00,9.568000000000000000e+03
7.840000000000000302e-01,5.900000000000000355e+00,9.568000000000000000e+03
5.819999999999999618e-01,6.540000000000000036e+00,9.568000000000000000e+03
1.400000000000000133e-01,5.540000000000000036e+00,9.568000000000000000e+03
-3.119999999999999996e-01,4.299999999999999822e+00,9.568000000000000000e+03
-6.880000000000000560e-01,3.439999999999999947e+00,9.568000000000000000e+03
-6.900000000000000577e-01,3.000000000000000000e+00,9.568000000000000000e+03
-7.099999999999999645e-01,3.060000000000000053e+00,9.568000000000000000e+03
-7.259999999999999787e-01,3.180000000000000160e+00,9.568000000000000000e+03
-7.000000000000000666e-01,3.359999999999999876e+00,9.568000000000000000e+03
-6.480000000000000204e-01,3.680000000000000160e+00,9.568000000000000000e+03
-6.199999999999999956e-01,3.859999999999999876e+00,9.568000000000000000e+03
-5.440000000000000391e-01,4.139999999999999680e+00,9.568000000000000000e+03
-4.879999999999999893e-01,4.280000000000000249e+00,9.568000000000000000e+03
-4.299999999999999933e-01,4.320000000000000284e+00,9.568000000000000000e+03
-3.980000000000000204e-01,4.339999999999999858e+00,9.568000000000000000e+03
-3.920000000000000151e-01,4.219999999999999751e+00,9.568000000000000000e+03
-3.840000000000000080e-01,4.200000000000000178e+00,9.568000000000000000e+03
-3.579999999999999849e-01,4.120000000000000107e+00,9.568000000000000000e+03
-3.360000000000000209e-01,4.040000000000000036e+00,9.568000000000000000e+03
-3.019999999999999907e-01,4.080000000000000071e+00,9.568000000000000000e+03
-2.720000000000000195e-01,4.020000000000000462e+00,9.568000000000000000e+03
-2.040000000000000147e-01,4.000000000000000000e+00,9.568000000000000000e+03
-1.100000000000000006e-01,4.000000000000000000e+00,9.568000000000000000e+03
-2.000000000000000042e-03,4.099999999999999645e+00,9.568000000000000000e+03
7.799999999999999989e-02,4.160000000000000142e+00,9.568000000000000000e+03
1.519999999999999962e-01,4.240000000000000213e+00,9.568000000000000000e+03
1.720000000000000140e-01,4.480000000000000426e+00,9.568000000000000000e+03
1.340000000000000080e-01,4.160000000000000142e+00,9.568000000000000000e+03
1.880000000000000004e-01,3.959999999999999964e+00,9.568000000000000000e+03
2.700000000000000178e-01,4.040000000000000036e+00,9.568000000000000000e+03
3.200000000000000067e-01,3.939999999999999947e+00,9.568000000000000000e+03
3.900000000000000133e-01,4.080000000000000071e+00,9.568000000000000000e+03
4.420000000000000040e-01,4.060000000000000497e+00,9.568000000000000000e+03
4.959999999999999964e-01,4.080000000000000071e+00,9.568000000000000000e+03
5.480000000000000426e-01,4.240000000000000213e+00,9.568000000000000000e+03
5.640000000000000568e-01,4.299999999999999822e+00,9.568000000000000000e+03
5.580000000000000515e-01,4.379999999999999893e+00,9.568000000000000000e+03
5.520000000000000462e-01,4.339999999999999858e+00,9.568000000000000000e+03
5.520000000000000462e-01,4.339999999999999858e+00,9.568000000000000000e+03
5.440000000000000391e-01,4.339999999999999858e+00,9.568000000000000000e+03
5.420000000000000373e-01,4.320000000000000284e+00,9.568000000000000000e+03
5.360000000000000320e-01,4.320000000000000284e+00,9.568000000000000000e+03
5.240000000000000213e-01,4.299999999999999822e+00,9.568000000000000000e+03
5.200000000000000178e-01,4.240000000000000213e+00,9.568000000000000000e+03
5.160000000000000142e-01,4.200000000000000178e+00,9.568000000000000000e+03
5.180000000000000160e-01,4.240000000000000213e+00,9.568000000000000000e+03
5.120000000000000107e-01,4.179999999999999716e+00,9.568000000000000000e+03
5.160000000000000142e-01,4.240000000000000213e+00,9.568000000000000000e+03
5.140000000000000124e-01,4.259999999999999787e+00,9.568000000000000000e+03
5.040000000000000036e-01,4.240000000000000213e+00,9.568000000000000000e+03
4.939999999999999947e-01,4.240000000000000213e+00,9.568000000000000000e+03
4.879999999999999893e-01,4.179999999999999716e+00,9.568000000000000000e+03
4.899999999999999911e-01,4.219999999999999751e+00,9.568000000000000000e+03
4.799999999999999822e-01,4.179999999999999716e+00,9.568000000000000000e+03
4.760000000000000342e-01,4.080000000000000071e+00,9.568000000000000000e+03
4.859999999999999876e-01,4.080000000000000071e+00,9.568000000000000000e+03
5.000000000000000000e-01,4.040000000000000036e+00,9.568000000000000000e+03
5.180000000000000160e-01,4.020000000000000462e+00,9.568000000000000000e+03
5.380000000000000338e-01,4.120000000000000107e+00,9.568000000000000000e+03
5.440000000000000391e-01,4.240000000000000213e+00,9.568000000000000000e+03
5.280000000000000249e-01,4.259999999999999787e+00,9.568000000000000000e+03
5.100000000000000089e-01,4.240000000000000213e+00,9.568000000000000000e+03
4.859999999999999876e-01,4.200000000000000178e+00,9.568000000000000000e+03
4.720000000000000306e-01,4.160000000000000142e+00,9.568000000000000000e+03
4.740000000000000324e-01,4.020000000000000462e+00,9.568000000000000000e+03
5.080000000000000071e-01,3.879999999999999893e+00,9.568000000000000000e+03
5.580000000000000515e-01,3.859999999999999876e+00,9.568000000000000000e+03
6.099999999999999867e-01,3.959999999999999964e+00,9.568000000000000000e+03
6.380000000000000115e-01,4.160000000000000142e+00,9.568000000000000000e+03
6.400000000000000133e-01,4.240000000000000213e+00,9.568000000000000000e+03
6.300000000000000044e-01,4.179999999999999716e+00,9.568000000000000000e+03
6.300000000000000044e-01,4.240000000000000213e+00,9.568000000000000000e+03
6.159999999999999920e-01,4.299999999999999822e+00,9.568000000000000000e+03
5.959999999999999742e-01,4.379999999999999893e+00,9.568000000000000000e+03
5.620000000000000551e-01,4.299999999999999822e+00,9.568000000000000000e+03
5.380000000000000338e-01,4.240000000000000213e+00,9.568000000000000000e+03
5.320000000000000284e-01,4.000000000000000000e+00,9.568000000000000000e+03
5.600000000000000533e-01,3.959999999999999964e+00,9.568000000000000000e+03
5.879999999999999671e-01,4.060000000000000497e+00,9.568000000000000000e+03
5.919999999999999707e-01,4.020000000000000462e+00,9.568000000000000000e+03
6.039999999999999813e-01,4.139999999999999680e+00,9.568000000000000000e+03
6.039999999999999813e-01,4.080000000000000071e+00,9.568000000000000000e+03
6.039999999999999813e-01,4.160000000000000142e+00,9.568000000000000000e+03
5.919999999999999707e-01,4.179999999999999716e+00,9.568000000000000000e+03
5.740000000000000657e-01,4.280000000000000249e+00,9.568000000000000000e+03
5.460000000000000409e-01,4.280000000000000249e+00,9.568000000000000000e+03
5.040000000000000036e-01,4.200000000000000178e+00,9.568000000000000000e+03
4.740000000000000324e-01,4.160000000000000142e+00,9.568000000000000000e+03
4.480000000000000093e-01,4.000000000000000000e+00,9.568000000000000000e+03
4.420000000000000040e-01,3.979999999999999982e+00,9.568000000000000000e+03
4.219999999999999862e-01,4.240000000000000213e+00,9.568000000000000000e+03
3.180000000000000049e-01,4.520000000000000462e+00,9.568000000000000000e+03
1.199999999999999956e-01,4.620000000000000107e+00,9.568000000000000000e+03
-2.479999999999999982e-01,4.160000000000000142e+00,9.568000000000000000e+03
-7.439999999999999947e-01,3.459999999999999964e+00,9.568000000000000000e+03
-8.339999999999999636e-01,3.100000000000000089e+00,9.568000000000000000e+03
-9.180000000000000382e-01,2.839999999999999858e+00,9.568000000000000000e+03
-9.200000000000000400e-01,2.780000000000000249e+00,9.568000000000000000e+03
