# MaskPress.2s,Press.2s,EprPress.2s,Leak.2s,RespRate.2s,TidVol.2s,MinVent.2s,Snore.2s,FlowLim.2s,Crc16
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.160000000000000142e+01,4.000000000000000222e-01,4.750000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.667400000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.180000000000000071e+01,4.000000000000000222e-01,4.875000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.667400000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.180000000000000071e+01,4.000000000000000222e-01,4.875000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.667400000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.180000000000000071e+01,4.199999999999999845e-01,4.875000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.667400000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.180000000000000071e+01,4.199999999999999845e-01,4.875000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.078000000000000000e+03
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.220000000000000107e+01,4.199999999999999845e-01,5.125000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.078000000000000000e+03
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.220000000000000107e+01,4.199999999999999845e-01,5.125000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.078000000000000000e+03
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.220000000000000107e+01,4.199999999999999845e-01,5.125000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.078000000000000000e+03
3.979999999999999982e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.260000000000000142e+01,4.199999999999999845e-01,5.375000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.078000000000000000e+03
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.340000000000000036e+01,4.000000000000000222e-01,5.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.078000000000000000e+03
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.340000000000000036e+01,4.000000000000000222e-01,5.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.078000000000000000e+03
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.420000000000000107e+01,4.000000000000000222e-01,5.625000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.078000000000000000e+03
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.420000000000000107e+01,4.000000000000000222e-01,5.625000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.078000000000000000e+03
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.420000000000000107e+01,4.000000000000000222e-01,5.625000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.078000000000000000e+03
3.979999999999999982e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.420000000000000107e+01,4.000000000000000222e-01,5.625000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.078000000000000000e+03
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.300000000000000000e+01,3.599999999999999867e-01,4.750000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.078000000000000000e+03
3.979999999999999982e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.300000000000000000e+01,3.599999999999999867e-01,4.750000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.078000000000000000e+03
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.280000000000000071e+01,3.400000000000000244e-01,4.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.078000000000000000e+03
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.280000000000000071e+01,3.400000000000000244e-01,4.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.078000000000000000e+03
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.300000000000000000e+01,3.200000000000000067e-01,4.375000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.078000000000000000e+03
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.300000000000000000e+01,3.200000000000000067e-01,4.375000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.078000000000000000e+03
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.280000000000000071e+01,3.400000000000000244e-01,4.375000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.078000000000000000e+03
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.280000000000000071e+01,3.400000000000000244e-01,4.375000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.078000000000000000e+03
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.280000000000000071e+01,3.400000000000000244e-01,4.375000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.078000000000000000e+03
3.979999999999999982e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.140000000000000036e+01,3.800000000000000044e-01,4.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.078000000000000000e+03
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.140000000000000036e+01,3.800000000000000044e-01,4.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.078000000000000000e+03
3.979999999999999982e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.220000000000000107e+01,4.000000000000000222e-01,4.875000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.078000000000000000e+03
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.240000000000000036e+01,4.000000000000000222e-01,5.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.078000000000000000e+03
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.240000000000000036e+01,4.000000000000000222e-01,5.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.078000000000000000e+03
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.240000000000000036e+01,4.199999999999999845e-01,5.125000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.078000000000000000e+03
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.240000000000000036e+01,4.199999999999999845e-01,5.125000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.078000000000000000e+03
4.020000000000000462e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.260000000000000142e+01,4.199999999999999845e-01,5.375000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.078000000000000000e+03
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.260000000000000142e+01,4.199999999999999845e-01,5.375000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.078000000000000000e+03
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.240000000000000036e+01,4.199999999999999845e-01,5.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.078000000000000000e+03
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.240000000000000036e+01,4.199999999999999845e-01,5.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.529000000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.340000000000000036e+01,4.000000000000000222e-01,5.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.529000000000000000e+04
3.979999999999999982e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.340000000000000036e+01,4.000000000000000222e-01,5.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.529000000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.340000000000000036e+01,4.000000000000000222e-01,5.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.529000000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.360000000000000142e+01,4.199999999999999845e-01,5.625000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.529000000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.360000000000000142e+01,4.199999999999999845e-01,5.625000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.529000000000000000e+04
4.020000000000000462e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.360000000000000142e+01,4.199999999999999845e-01,5.750000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.529000000000000000e+04
4.020000000000000462e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.360000000000000142e+01,4.199999999999999845e-01,5.750000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.529000000000000000e+04
4.020000000000000462e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.300000000000000000e+01,4.400000000000000022e-01,5.875000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.529000000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.300000000000000000e+01,4.400000000000000022e-01,5.875000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.529000000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.300000000000000000e+01,4.400000000000000022e-01,5.875000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.529000000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.240000000000000036e+01,4.600000000000000200e-01,5.625000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.529000000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.240000000000000036e+01,4.600000000000000200e-01,5.625000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.529000000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.240000000000000036e+01,4.400000000000000022e-01,5.625000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.529000000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.240000000000000036e+01,4.400000000000000022e-01,5.625000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.529000000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.240000000000000036e+01,4.400000000000000022e-01,5.625000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.529000000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.240000000000000036e+01,4.400000000000000022e-01,5.625000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.529000000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.240000000000000036e+01,4.400000000000000022e-01,5.625000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.529000000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.180000000000000071e+01,4.400000000000000022e-01,5.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.529000000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.180000000000000071e+01,4.400000000000000022e-01,5.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.529000000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.240000000000000036e+01,4.199999999999999845e-01,5.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.529000000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.240000000000000036e+01,4.199999999999999845e-01,5.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.529000000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.240000000000000036e+01,4.199999999999999845e-01,5.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.529000000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.280000000000000071e+01,4.199999999999999845e-01,5.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.529000000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.280000000000000071e+01,4.199999999999999845e-01,5.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.529000000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.240000000000000036e+01,4.400000000000000022e-01,5.375000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.529000000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.240000000000000036e+01,4.400000000000000022e-01,5.375000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.529000000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.240000000000000036e+01,4.400000000000000022e-01,5.375000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.529000000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.200000000000000000e+01,4.199999999999999845e-01,5.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.529000000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.200000000000000000e+01,4.199999999999999845e-01,5.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.529000000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.200000000000000000e+01,4.199999999999999845e-01,5.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.800700000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.200000000000000000e+01,4.199999999999999845e-01,5.125000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.800700000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.200000000000000000e+01,4.199999999999999845e-01,5.125000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.800700000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.200000000000000000e+01,4.199999999999999845e-01,5.125000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.800700000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.200000000000000000e+01,4.199999999999999845e-01,5.125000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.800700000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.180000000000000071e+01,4.199999999999999845e-01,5.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.800700000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.180000000000000071e+01,4.199999999999999845e-01,5.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.800700000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.180000000000000071e+01,4.199999999999999845e-01,5.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.800700000000000000e+04
3.979999999999999982e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.200000000000000000e+01,4.199999999999999845e-01,5.125000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.800700000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.200000000000000000e+01,4.199999999999999845e-01,5.125000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.800700000000000000e+04
3.979999999999999982e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.220000000000000107e+01,4.199999999999999845e-01,5.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.800700000000000000e+04
3.979999999999999982e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.180000000000000071e+01,4.199999999999999845e-01,5.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.800700000000000000e+04
3.979999999999999982e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.180000000000000071e+01,4.199999999999999845e-01,5.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.800700000000000000e+04
3.979999999999999982e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.180000000000000071e+01,4.199999999999999845e-01,5.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.800700000000000000e+04
3.979999999999999982e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.180000000000000071e+01,4.199999999999999845e-01,5.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.800700000000000000e+04
3.979999999999999982e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.180000000000000071e+01,4.199999999999999845e-01,4.875000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.800700000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.180000000000000071e+01,4.199999999999999845e-01,4.875000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.800700000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.220000000000000107e+01,4.199999999999999845e-01,5.125000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.800700000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.220000000000000107e+01,4.199999999999999845e-01,5.125000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.800700000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.220000000000000107e+01,4.199999999999999845e-01,5.125000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.800700000000000000e+04
4.020000000000000462e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.240000000000000036e+01,4.199999999999999845e-01,5.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.800700000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.240000000000000036e+01,4.199999999999999845e-01,5.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.800700000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.240000000000000036e+01,4.199999999999999845e-01,5.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.800700000000000000e+04
3.979999999999999982e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.240000000000000036e+01,4.199999999999999845e-01,5.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.800700000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.360000000000000142e+01,4.199999999999999845e-01,5.750000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.800700000000000000e+04
3.979999999999999982e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.360000000000000142e+01,4.199999999999999845e-01,5.750000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.800700000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.380000000000000071e+01,4.199999999999999845e-01,5.875000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.800700000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.380000000000000071e+01,4.199999999999999845e-01,5.875000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.800700000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.360000000000000142e+01,4.199999999999999845e-01,5.750000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.800700000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.360000000000000142e+01,4.199999999999999845e-01,5.750000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.800700000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.400000000000000000e+01,4.000000000000000222e-01,5.625000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.718700000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.400000000000000000e+01,4.000000000000000222e-01,5.625000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.718700000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.400000000000000000e+01,4.000000000000000222e-01,5.625000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.718700000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.480000000000000071e+01,4.000000000000000222e-01,5.875000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.718700000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.480000000000000071e+01,4.000000000000000222e-01,5.875000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.718700000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.480000000000000071e+01,4.000000000000000222e-01,5.875000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.718700000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.280000000000000071e+01,4.000000000000000222e-01,5.125000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.718700000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.280000000000000071e+01,4.000000000000000222e-01,5.125000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.718700000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.280000000000000071e+01,4.000000000000000222e-01,5.125000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.718700000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.180000000000000071e+01,4.000000000000000222e-01,4.875000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.718700000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.180000000000000071e+01,4.000000000000000222e-01,4.875000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.718700000000000000e+04
3.979999999999999982e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.120000000000000107e+01,4.000000000000000222e-01,4.625000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.718700000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.080000000000000071e+01,4.199999999999999845e-01,4.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.718700000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.020000000000000107e+01,4.199999999999999845e-01,4.375000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.718700000000000000e+04
3.979999999999999982e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.020000000000000107e+01,4.199999999999999845e-01,4.375000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.718700000000000000e+04
3.979999999999999982e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,9.400000000000000355e+00,4.400000000000000022e-01,4.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.718700000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,8.800000000000000711e+00,4.600000000000000200e-01,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.718700000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,8.800000000000000711e+00,4.600000000000000200e-01,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.718700000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,8.599999999999999645e+00,4.400000000000000022e-01,3.875000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.718700000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,9.200000000000001066e+00,4.400000000000000022e-01,4.125000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.718700000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,9.200000000000001066e+00,4.400000000000000022e-01,4.125000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.718700000000000000e+04
