# MaskPress.2s,Press.2s,EprPress.2s,Leak.2s,RespRate.2s,TidVol.2s,MinVent.2s,Snore.2s,FlowLim.2s,Crc16
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.860000000000000142e+01,2.200000000000000011e-01,4.125000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.672000000000000000e+03
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.520000000000000107e+01,2.999999999999999889e-01,4.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.672000000000000000e+03
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.520000000000000107e+01,2.999999999999999889e-01,4.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.672000000000000000e+03
3.979999999999999982e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.220000000000000107e+01,3.800000000000000044e-01,4.625000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.672000000000000000e+03
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.220000000000000107e+01,3.800000000000000044e-01,4.625000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.672000000000000000e+03
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.220000000000000107e+01,3.800000000000000044e-01,4.625000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.672000000000000000e+03
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.140000000000000036e+01,4.400000000000000022e-01,5.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.672000000000000000e+03
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.140000000000000036e+01,4.400000000000000022e-01,5.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.672000000000000000e+03
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.100000000000000000e+01,4.400000000000000022e-01,4.875000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.672000000000000000e+03
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.160000000000000142e+01,4.400000000000000022e-01,5.125000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.672000000000000000e+03
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.160000000000000142e+01,4.400000000000000022e-01,5.125000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.672000000000000000e+03
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.140000000000000036e+01,4.400000000000000022e-01,5.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.672000000000000000e+03
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.140000000000000036e+01,4.400000000000000022e-01,5.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.672000000000000000e+03
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.140000000000000036e+01,4.400000000000000022e-01,5.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.667400000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.140000000000000036e+01,4.400000000000000022e-01,5.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.667400000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.140000000000000036e+01,4.400000000000000022e-01,5.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.667400000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.200000000000000000e+01,4.400000000000000022e-01,5.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.667400000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.200000000000000000e+01,4.400000000000000022e-01,5.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.667400000000000000e+04
4.020000000000000462e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.280000000000000071e+01,4.400000000000000022e-01,5.750000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.667400000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.280000000000000071e+01,4.400000000000000022e-01,5.750000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.667400000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.280000000000000071e+01,4.400000000000000022e-01,5.750000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.667400000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.280000000000000071e+01,4.400000000000000022e-01,5.750000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.667400000000000000e+04
4.020000000000000462e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.340000000000000036e+01,4.600000000000000200e-01,6.125000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.667400000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.340000000000000036e+01,4.600000000000000200e-01,6.125000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.667400000000000000e+04
4.020000000000000462e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.420000000000000107e+01,4.600000000000000200e-01,6.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.667400000000000000e+04
4.020000000000000462e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.420000000000000107e+01,4.600000000000000200e-01,6.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.667400000000000000e+04
4.020000000000000462e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.420000000000000107e+01,4.600000000000000200e-01,6.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.667400000000000000e+04
4.020000000000000462e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.340000000000000036e+01,4.600000000000000200e-01,6.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.667400000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.340000000000000036e+01,4.600000000000000200e-01,6.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.667400000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.280000000000000071e+01,4.600000000000000200e-01,5.875000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.667400000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.280000000000000071e+01,4.600000000000000200e-01,5.875000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.667400000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.280000000000000071e+01,4.600000000000000200e-01,5.875000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.667400000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.260000000000000142e+01,4.400000000000000022e-01,5.625000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.667400000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.260000000000000142e+01,4.400000000000000022e-01,5.625000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.667400000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.260000000000000142e+01,4.400000000000000022e-01,5.625000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.667400000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.180000000000000071e+01,4.199999999999999845e-01,5.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.667400000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.180000000000000071e+01,4.199999999999999845e-01,5.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.667400000000000000e+04
3.979999999999999982e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.140000000000000036e+01,4.199999999999999845e-01,4.750000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.667400000000000000e+04
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.140000000000000036e+01,4.199999999999999845e-01,4.750000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.667400000000000000e+04
